director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Shibu Mitra,Raza Murad,unknown,unknown,Horror Thriller Adventure,black water,Raza Murad unknown unknown Shibu Mitra Horror Thriller Adventure
Brij Sadanah,Zeenat Aman, Vinod Khanna, Shatrughan Sinha,"Comedy, Action",bombay 405 miles,"Zeenat Aman  Vinod Khanna  Shatrughan Sinha Brij Sadanah Comedy, Action"
Hari Mehra,Deepak Khanna, Jaya Kausalya, Nadira,Action,chaal baaz,Deepak Khanna  Jaya Kausalya  Nadira Hari Mehra Action
Ram Maheshwary,Pradeep Kumar, Raaj Kumar, Shatrughan Sinha,"Action, Crime",chambal ki kasam,"Pradeep Kumar  Raaj Kumar  Shatrughan Sinha Ram Maheshwary Action, Crime"
Harmesh Malhotra,Shatrughan Sinha, Neetu Singh, Ajit Khan,Action,choron ki baaraat,Shatrughan Sinha  Neetu Singh  Ajit Khan Harmesh Malhotra Action
Satpal,Feroz Khan, Neetu Singh, Danny Denzongpa,"Action, Thriller",chunaoti,"Feroz Khan  Neetu Singh  Danny Denzongpa Satpal Action, Thriller"
Prakash Mehra,Saira Banu, Padma Khanna, Keshto Mukherjee,unknown,desh drohee,Saira Banu  Padma Khanna  Keshto Mukherjee Prakash Mehra unknown
unknown,Kiran Kumar, Raza Murad,unknown,unknown,dhamaka,Kiran Kumar  Raza Murad unknown unknown unknown
Harish Shah,Rishi Kapoor, Neetu Singh, Pran,unknown,dhan daulat,Rishi Kapoor  Neetu Singh  Pran Harish Shah unknown
Rakesh Kumar,Shashi Kapoor, Amitabh Bachchan, Hema Malini,"Action, Comedy, Drama, Musical, Romance",do aur do paanch,"Shashi Kapoor  Amitabh Bachchan  Hema Malini Rakesh Kumar Action, Comedy, Drama, Musical, Romance"
Raj Khosla,Rishi Kapoor, Moushumi Chatterjee, Om Prakash,unknown,do premee,Rishi Kapoor  Moushumi Chatterjee  Om Prakash Raj Khosla unknown
unknown,Shatrughan Sinha, Sharmila Tagore,unknown,unknown,do shatru,Shatrughan Sinha  Sharmila Tagore unknown unknown unknown
Kishore Kumar,Kishore Kumar,unknown,unknown,unknown,door waadiyon mein kahin,Kishore Kumar unknown unknown Kishore Kumar unknown
Lekh Tandon,Navin Nischol, Shabana Azmi, Kiran Vairale,"Romance, Family Drama",ek baar kaho,"Navin Nischol  Shabana Azmi  Kiran Vairale Lekh Tandon Romance, Family Drama"
Vinod Pande,Suresh Oberoi, Deepti Naval, Pradeep Verma,Drama,ek baar phir (once again),Suresh Oberoi  Deepti Naval  Pradeep Verma Vinod Pande Drama
Vijay Anand,Dev Anand, Parveen Babi, Dharmendra,Action,ek do teen chaar,Dev Anand  Parveen Babi  Dharmendra Vijay Anand Action
A. Salaam,Sunil Dutt, Shashi Kapoor, Reena Roy,unknown,ganga aur suraj,Sunil Dutt  Shashi Kapoor  Reena Roy A. Salaam unknown
unknown,Raj Mehra,unknown,unknown,unknown,ganga dham,Raj Mehra unknown unknown unknown unknown
"Arunavikas, Arunavikas",Shreeram Lagoo, Anant Nag, Indrani Mukherjee,Horror Drama,gehrayee,"Shreeram Lagoo  Anant Nag  Indrani Mukherjee Arunavikas, Arunavikas Horror Drama"
unknown,Vinod Khanna, Sulakshana Pandit, Helen,unknown,garam khoon,Vinod Khanna  Sulakshana Pandit  Helen unknown unknown
Rahul Rawail,Parveen Babi, Rishi Kapoor, Rajendra Kumar,unknown,gunehgaar,Parveen Babi  Rishi Kapoor  Rajendra Kumar Rahul Rawail unknown
Asrani,Asrani, Rita Bhaduri, Keshto Mukherjee,unknown,hum nahin sudherenge,Asrani  Rita Bhaduri  Keshto Mukherjee Asrani unknown
Anil Ganguly,Raakhee, Parikshat Sahni, Biswajeet,"Musical, Drama, Family",humkadam,"Raakhee  Parikshat Sahni  Biswajeet Anil Ganguly Musical, Drama, Family"
Bapu,Sanjeev Kumar, Shabana Azmi, Mithun Chakraborty,"Family, Action",hum paanch,"Sanjeev Kumar  Shabana Azmi  Mithun Chakraborty Bapu Family, Action"
B.R. Chopra,Zeenat Aman, Raj Babbar, Deepak Parashar,Crime Drama Family,insaf ka tarazu,Zeenat Aman  Raj Babbar  Deepak Parashar B.R. Chopra Crime Drama Family
unknown,Prema Narayan, Sachin,unknown,unknown,jaaye to jaaye kahan,Prema Narayan  Sachin unknown unknown unknown
R. Jhalani,Jeetendra, Rekha, Deven Verma,Fantasy,jal mahal,Jeetendra  Rekha  Deven Verma R. Jhalani Fantasy
Dasari Narayana Rao,Jeetendra, Vinod Mehra, Ashok Kumar,"Action, Drama, Family",jyoti bane jwala,"Jeetendra  Vinod Mehra  Ashok Kumar Dasari Narayana Rao Action, Drama, Family"
Atma Ram,Navin Nischol, Reena Roy, Amjad Khan,unknown,khanjar,Navin Nischol  Reena Roy  Amjad Khan Atma Ram unknown
Subhash Ghai,Rishi Kapoor, Tina Munim, Simi Garewal,Action Comedy Drama,karz,Rishi Kapoor  Tina Munim  Simi Garewal Subhash Ghai Action Comedy Drama
unknown,Pradeep Kumar, Vinod Mehra, Paintal,unknown,khoon kharaba,Pradeep Kumar  Vinod Mehra  Paintal unknown unknown
Hrishikesh Mukherjee,Ashok Kumar, Rekha, Rakesh Roshan,Comedy Romance Family,khubsoorat,Ashok Kumar  Rekha  Rakesh Roshan Hrishikesh Mukherjee Comedy Romance Family
Shakti Samanta,Ashok Kumar, Ranjeeta Kaur, Naseeruddin Shah,"Crime, Drama, Romance",khwab,"Ashok Kumar  Ranjeeta Kaur  Naseeruddin Shah Shakti Samanta Crime, Drama, Romance"
unknown,Saira Banu, Bindu, Sunil Dutt,unknown,lahu pukarega,Saira Banu  Bindu  Sunil Dutt unknown unknown
Dev Anand,Dev Anand, Tina Munim, Mehmood Ali,"Action, Thriller",lootmaar,"Dev Anand  Tina Munim  Mehmood Ali Dev Anand Action, Thriller"
Hiren Nag,Raj Kiran, Kavita Kiran, Yunus Parvez,"Drama, Family",maan abhiman,"Raj Kiran  Kavita Kiran  Yunus Parvez Hiren Nag Drama, Family"
K.S. Giri,Narasimha Raju, Madhavi, Jayamalini,unknown,mahashakti,Narasimha Raju  Madhavi  Jayamalini K.S. Giri unknown
Basu Chatterjee,Dev Anand, Tina Munim, Girish Karnad,"Comedy, Drama, Family",man pasand,"Dev Anand  Tina Munim  Girish Karnad Basu Chatterjee Comedy, Drama, Family"
Kedar Kapoor,Urmila Bhatt, Shail Chaturvedi, Kalpana Iyer,"Drama, Romance",manokaamnaa,"Urmila Bhatt  Shail Chaturvedi  Kalpana Iyer Kedar Kapoor Drama, Romance"
Ravikant Nagaich,Aruna, Ravi Behl, Chandrashekhar,unknown,morchha,Aruna  Ravi Behl  Chandrashekhar Ravikant Nagaich unknown
S.M. Sagar,Raj Babbar, Master Bhagwan, Brahm Bhardwaj,Drama,nazrana pyar ka,Raj Babbar  Master Bhagwan  Brahm Bhardwaj S.M. Sagar Drama
Anil Ganguly,Shashi Kapoor, Jeetendra, Rekha,"Family, Drama",neeyat,"Shashi Kapoor  Jeetendra  Rekha Anil Ganguly Family, Drama"
Saawan Kumar Tak,Rajendra Kumar, Anil Dhawan, Yogeeta Bali,"Drama, Romance",oh bewafa,"Rajendra Kumar  Anil Dhawan  Yogeeta Bali Saawan Kumar Tak Drama, Romance"
Gulab Mehta,Master Bhagwan, Urmila Bhatt, Birbal,"Action, Crime, Thriller",patthar se takkar,"Master Bhagwan  Urmila Bhatt  Birbal Gulab Mehta Action, Crime, Thriller"
Satyan Bose,Alankar Joshi, Komal Mahuvakar, Surinder Kaur,Romance,payal ki jhankaar,Alankar Joshi  Komal Mahuvakar  Surinder Kaur Satyan Bose Romance
Danny Denzongpa,Rajesh Khanna, Kim, Danny Denzongpa,Mystery Horror,phir wohi raat,Rajesh Khanna  Kim  Danny Denzongpa Danny Denzongpa Mystery Horror
Anand Sagar,Rakesh Roshan, Vidya Sinha, Yogeeta Bali,Action,pyaara dushman,Rakesh Roshan  Vidya Sinha  Yogeeta Bali Anand Sagar Action
Amit Bose,unknown,unknown,unknown,unknown,qatil kaun,unknown unknown unknown Amit Bose unknown
Feroz Khan,Feroz Khan, Vinod Khanna, Zeenat Aman,Drama Action Crime,qurbani,Feroz Khan  Vinod Khanna  Zeenat Aman Feroz Khan Drama Action Crime
Vijay Anand,Dharmendra, Amitabh Bachchan, Zeenat Aman,Action Comedy Drama,ram balram,Dharmendra  Amitabh Bachchan  Zeenat Aman Vijay Anand Action Comedy Drama
Bharathi Rajaa,Rajesh Khanna, Poonam Dhillon, Aruna Irani,Drama Action War,red rose,Rajesh Khanna  Poonam Dhillon  Aruna Irani Bharathi Rajaa Drama Action War
Hiren Nag,Raj Babbar, Kaajal Kiran, Raj Kiran,unknown,saajan mere main saajan ki,Raj Babbar  Kaajal Kiran  Raj Kiran Hiren Nag unknown
"Shyam Ramsay, Tulsi Ramsay",Navin Nischol, Vidya Sinha, Kaajal Kiran,Thriller,saboot,"Navin Nischol  Vidya Sinha  Kaajal Kiran Shyam Ramsay, Tulsi Ramsay Thriller"
Madhusudan,Nutan, Joy Mukherjee, Rehman,Romance,sanjh ki bela,Nutan  Joy Mukherjee  Rehman Madhusudan Romance
Mani Kaul,Gopi, Vibhuti Jha, Satyen Kumar,Drama,satah se uthata aadmi,Gopi  Vibhuti Jha  Satyen Kumar Mani Kaul Drama
Vijay Sadanah,Ashok Kumar, Raj Babbar, Reena Roy,Drama,sau din saas ke,Ashok Kumar  Raj Babbar  Reena Roy Vijay Sadanah Drama
unknown,Dheeraj Kumar, Raj Mehra, Rajendra Nath,unknown,shadi se pahale,Dheeraj Kumar  Raj Mehra  Rajendra Nath unknown unknown
Sai Paranjape,Shabana Azmi, Naseeruddin Shah, Sudha Chopra,unknown,sparsh,Shabana Azmi  Naseeruddin Shah  Sudha Chopra Sai Paranjape unknown
P. Sambasiva Rao,Shashi Kapoor, Sanjeev Kumar, Moushumi Chatterjee,"Drama, Family, Action, Comedy",swayamvar,"Shashi Kapoor  Sanjeev Kumar  Moushumi Chatterjee P. Sambasiva Rao Drama, Family, Action, Comedy"
Sushil Vyas,Mithun Chakraborty,unknown,unknown,unknown,taxi chor,Mithun Chakraborty unknown unknown Sushil Vyas unknown
unknown,Helen, Kiran Kumar, Rajendra Nath,unknown,teen ekkey,Helen  Kiran Kumar  Rajendra Nath unknown unknown
Ravi Chopra,Dharmendra, Hema Malini, Vinod Khanna,Action Thriller,the burning train,Dharmendra  Hema Malini  Vinod Khanna Ravi Chopra Action Thriller
Khwaja Ahmad Abbas,Jalal Agha, Mithun Chakraborty, Bijaya Jena,Drama,the naxalites,Jalal Agha  Mithun Chakraborty  Bijaya Jena Khwaja Ahmad Abbas Drama
Esmayeel Shroff,Rajesh Khanna, Shabana Azmi, Padmini Kolhapure,"Drama, Family",thodisi bewafaii,"Rajesh Khanna  Shabana Azmi  Padmini Kolhapure Esmayeel Shroff Drama, Family"
Singeetham Srinivasa Rao,Mohan Babu, Pandharibai,unknown,unknown,trilok sundari,Mohan Babu  Pandharibai unknown Singeetham Srinivasa Rao unknown
Swaroop Kumar,Yogeeta Bali, Rita Bhaduri, Mithun Chakraborty,Drama,unees-bees,Yogeeta Bali  Rita Bhaduri  Mithun Chakraborty Swaroop Kumar Drama
Sikandar Khanna,Sunil Dutt, Reena Roy, Amjad Khan,unknown,yari dushmani,Sunil Dutt  Reena Roy  Amjad Khan Sikandar Khanna unknown
Narayana Rao Dasari,Vinod Mehra, Shabana Azmi, Sarika,Drama,yeh kaisa insaf?,Vinod Mehra  Shabana Azmi  Sarika Narayana Rao Dasari Drama
Diljeet Bassi,Vijay Arora, Vinod Mehra,unknown,unknown,zakhmon ke nishan,Vijay Arora  Vinod Mehra unknown Diljeet Bassi unknown
Hiren Nag,Ajit Khan, Asha Parekh,unknown,Drama,aakhri mujra,Ajit Khan  Asha Parekh unknown Hiren Nag Drama
Randhir Kapoor,Randhir Kapoor, Poonam Dhillon, Sanjeev Kumar,Comedy,biwi-o-biwi,Randhir Kapoor  Poonam Dhillon  Sanjeev Kumar Randhir Kapoor Comedy
unknown,Rakesh Roshan, Kajal Kiran, Helen,unknown,bhula na dena,Rakesh Roshan  Kajal Kiran  Helen unknown unknown
Sai Paranjpye,Ravi Baswani, Rakesh Bedi, Farooq Shaikh,Comedy Romance,chashme buddoor,Ravi Baswani  Rakesh Bedi  Farooq Shaikh Sai Paranjpye Comedy Romance
Raj Tilak,Sanjeev Kumar, Vinod Mehra, Rekha,Science Fiction Horror Drama Romance,chehre pe chehra,Sanjeev Kumar  Vinod Mehra  Rekha Raj Tilak Science Fiction Horror Drama Romance
Raj Khosla,Sanjeev Kumar, Rekha, Moushumi Chatterjee,Drama,daasi,Sanjeev Kumar  Rekha  Moushumi Chatterjee Raj Khosla Drama
Somu Mukherjee,Rajesh Khanna, Tina Munim, Kader Khan,unknown,fiffty fiffty,Rajesh Khanna  Tina Munim  Kader Khan Somu Mukherjee unknown
Radhakant,Sohrab Modi, Hina Kausar, Dev Kumar,Drama,ganga maang rahi balidan,Sohrab Modi  Hina Kausar  Dev Kumar Radhakant Drama
Deepak Bahry,Vinod Mehra, Ranjeeta Kaur,unknown,Romance,gehra zakhm,Vinod Mehra  Ranjeeta Kaur unknown Deepak Bahry Romance
Ramesh Bedi,Mithun Chakraborthy, Sarika,unknown,Drama Romance,ghamandee,Mithun Chakraborthy  Sarika unknown Ramesh Bedi Drama Romance
"Shyam Ramsay, Tulsi Ramsay",Vijay Anand, Rekha,unknown,Mystery Drama Horror,ghungroo ki awaaz,"Vijay Anand  Rekha unknown Shyam Ramsay, Tulsi Ramsay Mystery Drama Horror"
Arun Khopkar,Tushar Dalvi, Parzun Dastur, Amin Gazi,Drama,gramayan,Tushar Dalvi  Parzun Dastur  Amin Gazi Arun Khopkar Drama
Radhakant,Mehmood, Dara Singh, Padma Khanna,Comedy,guru suleman chela pahelwan,Mehmood  Dara Singh  Padma Khanna Radhakant Comedy
unknown,Randhir Kapoor, Tina Munim, Shammi Kapoor,unknown,harjaee,Randhir Kapoor  Tina Munim  Shammi Kapoor unknown unknown
Deepak Bahry,Amjad Khan, Mithun Chakraborty, Danny Denzongpa,Thriller Action Drama,hum se badkar kaun,Amjad Khan  Mithun Chakraborty  Danny Denzongpa Deepak Bahry Thriller Action Drama
unknown,Sanjeev Kumar, Moushmi Chatterjee,unknown,unknown,itni si baat,Sanjeev Kumar  Moushmi Chatterjee unknown unknown unknown
Rajashekar,Mithun Chakraborthy, Rakesh Roshan, Rati Agnihotri,Romance,jeene ki arzoo,Mithun Chakraborthy  Rakesh Roshan  Rati Agnihotri Rajashekar Romance
unknown,Mithun Chakraborty, Ranjeeta, Talluri Rameshwari,unknown,jiyo to aise jiyo,Mithun Chakraborty  Ranjeeta  Talluri Rameshwari unknown unknown
R. P. Swamy,Salma Agha, Birbal, Urmila Bhatt,Drama,jwala daku,Salma Agha  Birbal  Urmila Bhatt R. P. Swamy Drama
B. R. Ishara,Ramesh Deo, Shoma Anand, Aruna Irani,Romance,kaaran,Ramesh Deo  Shoma Anand  Aruna Irani B. R. Ishara Romance
Narendra Bedi,Feroz Khan, Reena Roy, Danny Denzongpa,Action,kachche heere,Feroz Khan  Reena Roy  Danny Denzongpa Narendra Bedi Action
M. S. Sathyu,Anil Kapoor, Pankaj Kapur, Farah Khan,Drama,kahan kahan se guzar gaya,Anil Kapoor  Pankaj Kapur  Farah Khan M. S. Sathyu Drama
S. Ramanathan,Moushumi Chatterjee, Jeetendra, Vinod Mehra,Drama,kahani ek chor ki,Moushumi Chatterjee  Jeetendra  Vinod Mehra S. Ramanathan Drama
Khalid Sami,Master Amit, Master Chaitanya, Asha Chandra,"Action, Crime, Drama",kanhaiyaa,"Master Amit  Master Chaitanya  Asha Chandra Khalid Sami Action, Crime, Drama"
unknown,Padma Khanna, Jayshree T.,unknown,unknown,kanoon aur mujrim,Padma Khanna  Jayshree T. unknown unknown unknown
"Anil Hingorani, Arjun Hingorani",Dharmendra, Rishi Kapoor, Zeenat Aman,Romance,katilon ke kaatil,"Dharmendra  Rishi Kapoor  Zeenat Aman Anil Hingorani, Arjun Hingorani Romance"
B.R. Ishara,unknown,unknown,unknown,unknown,khara khota,unknown unknown unknown B.R. Ishara unknown
unknown,Bharat Bhushan, Arpana Choudhary, Mazhar Khan,unknown,khawaja ki diwani,Bharat Bhushan  Arpana Choudhary  Mazhar Khan unknown unknown
Veerendra,Bharat Bhushan, Asha Parekh, Dara Singh,"Action, Family",khel muqaddar ka,"Bharat Bhushan  Asha Parekh  Dara Singh Veerendra Action, Family"
Sukhdev Ahluwalia,unknown,unknown,unknown,unknown,khilte suman,unknown unknown unknown Sukhdev Ahluwalia unknown
Chand,Feroz Khan, Jeetendra, Parveen Babi,Drama Action Thriller Family,khoon aur paani,Feroz Khan  Jeetendra  Parveen Babi Chand Drama Action Thriller Family
Samir Ganguly,Mukri, Prashanth, Jagdeep,unknown,khoon ka rishta,Mukri  Prashanth  Jagdeep Samir Ganguly unknown
unknown,Vinod Mehra, Ranjeeta Kaur, Neeta Mehta,unknown,khoon ki takkar,Vinod Mehra  Ranjeeta Kaur  Neeta Mehta unknown unknown
Subhash Ghai,Dharmendra, Shashi Kapoor, Zeenat Aman,unknown,krodhi,Dharmendra  Shashi Kapoor  Zeenat Aman Subhash Ghai unknown
unknown,Vijay Arora, Jagdeep, Shakti Kapoor,unknown,ladaaku,Vijay Arora  Jagdeep  Shakti Kapoor unknown unknown
unknown,Sanjeev Kumar, Reena Roy, Pran,Comedy,ladies tailor,Sanjeev Kumar  Reena Roy  Pran unknown Comedy
Ravikant Nagaich,Prem Bedi, Birbal, Mithun Chakraborty,Action Drama Adventure,laparwah,Prem Bedi  Birbal  Mithun Chakraborty Ravikant Nagaich Action Drama Adventure
Rahul Rawail,Kumar Gaurav, Vijeta Pandit, Rajendra Kumar,Drama Romance,love story,Kumar Gaurav  Vijeta Pandit  Rajendra Kumar Rahul Rawail Drama Romance
Shibu Mitra,Pran, Shashi Kapoor, Hema Malini,unknown,maan gaye ustaad,Pran  Shashi Kapoor  Hema Malini Shibu Mitra unknown
unknown,unknown,unknown,unknown,unknown,madhuman,unknown unknown unknown unknown unknown
unknown,unknown,unknown,unknown,Adventure Fantasy Family,mahabali hanuman,unknown unknown unknown unknown Adventure Fantasy Family
unknown,unknown,unknown,unknown,Drama Romance Action,mahfil,unknown unknown unknown unknown Drama Romance Action
unknown,unknown,unknown,unknown,unknown,main aur mera haathi,unknown unknown unknown unknown unknown
unknown,unknown,unknown,unknown,unknown,meena kumari ki amar kahani,unknown unknown unknown unknown unknown
S. V. Rajendra Singh,Jeetendra, Hema Malini, Parveen Babi,Action,meri aawaz suno,Jeetendra  Hema Malini  Parveen Babi S. V. Rajendra Singh Action
unknown,unknown,unknown,unknown,unknown,nai imarat,unknown unknown unknown unknown unknown
unknown,Raj Kiran, Swaroop Sampat, Kulbhushan Kharbanda,unknown,nakhuda,Raj Kiran  Swaroop Sampat  Kulbhushan Kharbanda unknown unknown
Hrishikesh Mukherjee,Amol Palekar, Swaroop Sampat, Shatrughan Sinha,Drama Comedy,naram garam,Amol Palekar  Swaroop Sampat  Shatrughan Sinha Hrishikesh Mukherjee Drama Comedy
unknown,unknown,unknown,unknown,unknown,paanch qaidi,unknown unknown unknown unknown unknown
unknown,unknown,unknown,unknown,unknown,pehla adhyay,unknown unknown unknown unknown unknown
unknown,unknown,unknown,unknown,unknown,plot no. 5,unknown unknown unknown unknown unknown
unknown,Raj Babbar, Anita Raj,unknown,Drama Romance,prem geet,Raj Babbar  Anita Raj unknown unknown Drama Romance
Brij Sadanah,Dharmendra, Zeenat Aman, Vinod Mehra,unknown,professor pyarelal,Dharmendra  Zeenat Aman  Vinod Mehra Brij Sadanah unknown
unknown,Jeetendra, Moushumi Chatterjee, Reena Roy,unknown,pyaasa sawan,Jeetendra  Moushumi Chatterjee  Reena Roy unknown unknown
unknown,unknown,unknown,unknown,unknown,roohi,unknown unknown unknown unknown unknown
Sawaan Kumar,Nutan, Rajendra Kumar, Vinod Mehra,Family Drama,saajan ki saheli,Nutan  Rajendra Kumar  Vinod Mehra Sawaan Kumar Family Drama
Satyajit Ray,Om Puri, Smita Patil,unknown,Drama,sadgati,Om Puri  Smita Patil unknown Satyajit Ray Drama
unknown,Mithun Chakraborty,unknown,unknown,Action,sahhas,Mithun Chakraborty unknown unknown unknown Action
unknown,unknown,unknown,unknown,Drama Romance,sameera,unknown unknown unknown unknown Drama Romance
unknown,unknown,unknown,unknown,Horror Crime Drama Thriller,sansani: the sensation,unknown unknown unknown unknown Horror Crime Drama Thriller
unknown,Jeetendra, Simple Kapadia, Pinchoo Kapoor,unknown,shakka,Jeetendra  Simple Kapadia  Pinchoo Kapoor unknown unknown
unknown,Raakhee Gulzar, Suresh Oberoi, Arun Govil,unknown,shradhanjali,Raakhee Gulzar  Suresh Oberoi  Arun Govil unknown unknown
Yash Chopra,Amitabh Bachchan, Jaya Bachchan, Rekha,Drama Romance,silsila,Amitabh Bachchan  Jaya Bachchan  Rekha Yash Chopra Drama Romance
unknown,unknown,unknown,unknown,unknown,tajurba,unknown unknown unknown unknown unknown
unknown,unknown,unknown,unknown,unknown,"vasiqedars, the pensioners of avadh",unknown unknown unknown unknown unknown
Ravi Tandon,Pran, Sanjeev Kumar, Jeetendra,unknown,waqt ki deewar,Pran  Sanjeev Kumar  Jeetendra Ravi Tandon unknown
Ravikant Nagaich,Mithun Chakraborty, Kaajal Kiran, Iftekhar,Thriller,wardat,Mithun Chakraborty  Kaajal Kiran  Iftekhar Ravikant Nagaich Thriller
unknown,unknown,unknown,unknown,unknown,woh phir nahin aaye,unknown unknown unknown unknown unknown
unknown,unknown,unknown,unknown,unknown,yeh rishta na tootay,unknown unknown unknown unknown unknown
Nasir Hussain,Rishi Kapoor, Padmini Kolhapure, Amjad Khan,unknown,zamane ko dikhana hai,Rishi Kapoor  Padmini Kolhapure  Amjad Khan Nasir Hussain unknown
Irfan Malik,Irfan Malik, Nadeen Aldah, Falak Naaz Khan,Action Crime Drama,aadat se majboor,Irfan Malik  Nadeen Aldah  Falak Naaz Khan Irfan Malik Action Crime Drama
Irfan Malik,Irfan Malik, Nadeem Aldah, Falak Naaz Khan,Comedy,hmhyatt,Irfan Malik  Nadeem Aldah  Falak Naaz Khan Irfan Malik Comedy
Ashok Ahuja,Anita Kanwar, Annu Kapoor, Pankaj Kapur,unknown,aadharshila,Anita Kanwar  Annu Kapoor  Pankaj Kapur Ashok Ahuja unknown
Muzaffar Ali,Rani Deepa, Anupam Kher, Suresh Oberoi,Drama,aagaman,Rani Deepa  Anupam Kher  Suresh Oberoi Muzaffar Ali Drama
Gulzar,Sanjeev Kumar, Deven Verma, Moushumi Chatterjee,Comedy,angoor,Sanjeev Kumar  Deven Verma  Moushumi Chatterjee Gulzar Comedy
Geeta Priya,Master Baboo, Rakesh Bedi, Ramesh Deo,Drama,anmol sitaare,Master Baboo  Rakesh Bedi  Ramesh Deo Geeta Priya Drama
Mehul Kumar,Shabana Azmi, Seema Deo, Aruna Irani,Drama,anokha bandhan,Shabana Azmi  Seema Deo  Aruna Irani Mehul Kumar Drama
Jahnu Barua,Gopi Desai, Jagdeep, Girish Karnad,Drama,aparoopa,Gopi Desai  Jagdeep  Girish Karnad Jahnu Barua Drama
Ami Asthana,Ami Asthana, Suresh Chatwal, Manik Irani,Drama,apmaan,Ami Asthana  Suresh Chatwal  Manik Irani Ami Asthana Drama
J. Om Prakash,Jeetendra, Rekha, Shakti Kapoor,"Drama, Family",apna bana lo,"Jeetendra  Rekha  Shakti Kapoor J. Om Prakash Drama, Family"
Mahesh Bhatt,Shabana Azmi, Smita Patil,unknown,Drama Music Romance,arth,Shabana Azmi  Smita Patil unknown Mahesh Bhatt Drama Music Romance
Umesh Mehra,Rajesh Khanna, Mithun Chakraborty, Zeenat Aman,Adventure Drama,ashanti,Rajesh Khanna  Mithun Chakraborty  Zeenat Aman Umesh Mehra Adventure Drama
Shakti Samanta,Sanjeev Kumar, Rati Agnihotri, Arun Govil,Romance,ayaash,Sanjeev Kumar  Rati Agnihotri  Arun Govil Shakti Samanta Romance
A. C. Tirulokchandar,Jayapradha, Yogeeta Bali, Shreeram Lagoo,Family,baawri,Jayapradha  Yogeeta Bali  Shreeram Lagoo A. C. Tirulokchandar Family
Govind Saraiya,unknown,unknown,unknown,unknown,bachche teen aur daku chhe,unknown unknown unknown Govind Saraiya unknown
Raj Kumar Kohli,Sunil Dutt, Dharmendra, Jeetendra,Action,badle ki aag,Sunil Dutt  Dharmendra  Jeetendra Raj Kumar Kohli Action
Ramanand Sagar,Dharmendra, Hema Malini, Reena Roy,"Action, Romance",baghavat,"Dharmendra  Hema Malini  Reena Roy Ramanand Sagar Action, Romance"
Hrishikesh Mukherjee,Amitabh Bachchan, Rakhee Gulzar, Vinod Mehra,Family Drama,bemisal,Amitabh Bachchan  Rakhee Gulzar  Vinod Mehra Hrishikesh Mukherjee Family Drama
R.C Nanda,Kumari Naaz, Monty Nath,unknown,unknown,bhai aakhir bhai hota hai,Kumari Naaz  Monty Nath unknown R.C Nanda unknown
Sisir Misra,Raj Babbar, Smita Patil, Dina Pathak,Romance,bheegi palkein,Raj Babbar  Smita Patil  Dina Pathak Sisir Misra Romance
Kishore Kumar,Kishore Kumar, Rita Bhaduri, Master Bhagwan,unknown,chalti ka naam zindagi,Kishore Kumar  Rita Bhaduri  Master Bhagwan Kishore Kumar unknown
unknown,Javed Khan,unknown,unknown,unknown,chambal ke daku,Javed Khan unknown unknown unknown unknown
Jyoti Sarup,Jeetendra, Neetu Singh, Shreeram Lagoo,Family,chorni,Jeetendra  Neetu Singh  Shreeram Lagoo Jyoti Sarup Family
Sunil Dutt,Sunil Dutt, Reena Roy, Smita Patil,Drama,dard ka rishta,Sunil Dutt  Reena Roy  Smita Patil Sunil Dutt Drama
unknown,unknown,unknown,unknown,unknown,davedar,unknown unknown unknown unknown unknown
Harnam Singh Rawail,Jeetendra, Rekha, Rishi Kapoor,"Drama, Romance",deedar-e-yaar,"Jeetendra  Rekha  Rishi Kapoor Harnam Singh Rawail Drama, Romance"
Manmohan Desai,Amitabh Bachchan, Sharmila Tagore, Hema Malini,"Action, Drama",desh premee,"Amitabh Bachchan  Sharmila Tagore  Hema Malini Manmohan Desai Action, Drama"
Sultan Ahmed,Raaj Kumar, Rajesh Khanna, Jeetendra Waheeda Rehman,"Action, Drama, Family",dharam kanta,"Raaj Kumar  Rajesh Khanna  Jeetendra Waheeda Rehman Sultan Ahmed Action, Drama, Family"
S. Ramanathan,Ashok Kumar,unknown,unknown,Action Comedy Romance Drama Crime,dial 100,Ashok Kumar unknown unknown S. Ramanathan Action Comedy Romance Drama Crime
Desh Gautam,Manju Bhatia, Dhumal, Iftekhar,Romance,dil hi dil mein,Manju Bhatia  Dhumal  Iftekhar Desh Gautam Romance
unknown,Kamal Hassan, Zarina Wahab,unknown,unknown,dil ka sathi dil,Kamal Hassan  Zarina Wahab unknown unknown unknown
C.V. Sridhar,Rajesh Khanna, Jayapradha, Shatrughan Sinha,"Drama, Romance",dil-e-nadaan,"Rajesh Khanna  Jayapradha  Shatrughan Sinha C.V. Sridhar Drama, Romance"
Esmayeel Shroff,Rakhee Gulzar, Parveen Babi, Naseeruddin Shah,Drama,dil... akhir dil hai,Rakhee Gulzar  Parveen Babi  Naseeruddin Shah Esmayeel Shroff Drama
Babbar Subhash,Mithun Chakraborty, Kim Yashpal,unknown,Drama,disco dancer,Mithun Chakraborty  Kim Yashpal unknown Babbar Subhash Drama
Dulal Guha,Dharmendra, Hema Malini,unknown,unknown,do dishayen,Dharmendra  Hema Malini unknown Dulal Guha unknown
